name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,platform_era,is_top_publisher,publisher_games_count,name_length,decade,genre_Action,genre_Adventure,genre_Fighting,genre_Misc,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,platform_era_6th Gen,platform_era_7th Gen,platform_era_8th Gen,platform_era_Other,platform_era_PC,platform_era_Retro,platform_freq
Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07,0.5714285714285714,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,10,21,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,7th Gen,1,921,20,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,189,19,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,8th Gen,1,921,15,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,509
Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,1,1348,9,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1196
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,1,932,45,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,6th Gen,1,921,28,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,PC,1,932,10,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,959
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,0.5714285714285714,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,3,28,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,0,129,20,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,1,715,28,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,824
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,1,702,52,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2163
Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Retro,0,73,21,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,7th Gen,0,61,26,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,6th Gen,1,932,53,2000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2161
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,7th Gen,0,218,23,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,1,932,53,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1213
Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,Other,1,715,23,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2163
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,0.5714285714285714,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,39,27,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2161
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.07,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,7th Gen,0,260,5,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1324
Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,0,17,8,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,1,932,37,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,0.857142857142857,0.14285714285714285,0.0,0.0,6th Gen,1,921,26,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,556
E.X. Troopers,3DS,2012,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,0,381,13,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,509
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,0,338,11,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2163
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0.0,0.05,0.0,0.07,0.2857142857142857,0.0,0.7142857142857143,0.0,8th Gen,0,39,27,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,336
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,8th Gen,0,105,13,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,413
J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,1,932,17,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,PC,0,58,32,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,959
Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,0.7142857142857143,0.0,0.2857142857142857,0.0,Other,0,338,14,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2163
The King of Fighters: Evolution,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Retro,0,22,31,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52
DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,1,702,18,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0.0,0.01,0.07,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,7th Gen,1,715,27,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,6th Gen,1,975,28,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,822
All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,6th Gen,0,184,22,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,822
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,8th Gen,1,932,36,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,Other,1,921,40,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,1,932,47,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,Other,0,86,21,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,164,26,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,0,16,53,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1213
Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,0,8,11,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,7th Gen,0,22,24,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1213
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,34,58,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,198,43,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,1,413,32,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1196
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,PC,0,152,31,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,959
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,PC,0,232,26,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,959
NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07,0.7142857142857143,0.14285714285714285,0.0,0.0,6th Gen,1,639,25,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,556
Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,0,338,39,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,0.7142857142857143,0.14285714285714285,0.0,0.0,6th Gen,1,832,24,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Dream Trigger 3D,3DS,2007,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,8th Gen,0,184,16,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,509
Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,1,702,29,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2163
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Retro,1,702,45,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,319
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,198,23,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Vampire Legends: Power of Three,DS,2010,Adventure,THQ,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,1,715,31,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,6th Gen,1,702,34,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,11,14,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,1,832,34,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,381,15,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,8th Gen,0,6,45,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,509
Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,PC,0,233,24,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,959
Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,0,184,17,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,6th Gen,1,832,27,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,822
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,Other,0,45,13,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2163
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,7th Gen,0,19,18,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1264
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,1,932,32,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,509
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,0.7142857142857143,0.0,0.0,0.2857142857142857,8th Gen,0,25,17,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,413
Tornado,DS,2007,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,0,61,7,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,Other,0,4,22,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2163
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,0,192,63,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,0.857142857142857,0.14285714285714285,0.0,0.14285714285714285,7th Gen,0,152,9,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,1,932,34,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,7th Gen,0,41,30,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,PC,0,189,24,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,959
Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,363,25,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,0,338,32,2000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2161
Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,152,12,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Retro,1,832,16,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98
Totaled!,XB,2002,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,7,8,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,824
Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,1,683,23,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Retro,1,639,23,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,7th Gen,0,104,28,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,1.0,0.0,0.0,0.14285714285714285,7th Gen,0,41,34,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Open Season,Wii,2006,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,7th Gen,1,921,11,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Football Manager 2010,PC,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,PC,1,639,21,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,959
Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,0.857142857142857,0.0,0.0,0.14285714285714285,7th Gen,0,192,24,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1324
Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,0,198,12,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1196
Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,0,13,16,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1196
Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,7th Gen,1,932,11,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1213
The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,0,16,43,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,413
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,7th Gen,0,198,15,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,0,192,30,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,7th Gen,1,932,9,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1327
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,1,832,20,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Blast Radius,PS,1998,Action,Psygnosis,0.04,0.03,0.0,0.0,0.07,0.5714285714285714,0.4285714285714285,0.0,0.0,Retro,0,32,12,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,7th Gen,0,192,18,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,0.4285714285714285,0.4285714285714285,0.0,0.14285714285714285,6th Gen,1,832,26,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Rec Room Games,DS,2011,Sports,Destineer,0.07,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,Other,0,45,14,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2163
Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07,0.0,0.4285714285714285,0.4285714285714285,0.0,Other,1,1348,10,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2163
Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,7th Gen,0,104,17,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1324
Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,8th Gen,1,832,22,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,509
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,0.0,0.857142857142857,0.0,0.14285714285714285,PC,0,189,52,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,959
Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,0,363,10,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07,0.7142857142857143,0.2857142857142857,0.0,0.0,Other,1,1348,37,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,1.0,0.0,Other,1,832,53,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2163
