image_path,label,crop,split
Maize leaf blight/leaf blight649_.jpg,Maize leaf blight,Maize,train
Cassava healthy/healthy49_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1155_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle258_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight997_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight2362_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1284_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust358_.jpg,Cashew red rust,Cashew,train
Tomato verticulium wilt/verticulium wilt387_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2118_-035vC2.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust479_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1385_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy1269_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1546_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy1245_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1791_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1461_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1084_.jpg,Cassava bacterial blight,Cassava,train
Tomato verticulium wilt/verticulium wilt243_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf blight/leaf blight870_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight1836_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot1102_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner812_.jpg,Cashew leaf miner,Cashew,train
Cashew red rust/red rust816_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight285_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose224_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot348_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner1182_.jpg,Cashew leaf miner,Cashew,train
Tomato leaf blight/leaf blight93_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot445_.jpg,Cassava brown spot,Cassava,train
Cassava healthy/healthy846_.jpg,Cassava healthy,Cassava,train
Cassava healthy/healthy1044_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot1283_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy95_.jpg,Cashew healthy,Cashew,train
Tomato leaf blight/leaf blight1277_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight478_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot829_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava green mite/green mite116_.jpg,Cassava green mite,Cassava,train
Maize grasshoper/grasshoper58_.jpg,Maize grasshoper,Maize,train
Cashew leaf miner/leaf miner265_.jpg,Cashew leaf miner,Cashew,train
Cassava healthy/healthy1020_.jpg,Cassava healthy,Cassava,train
Maize grasshoper/grasshoper632_.jpg,Maize grasshoper,Maize,train
Cashew gumosis/gumosis363_.jpg,Cashew gumosis,Cashew,train
Cassava bacterial blight/bacterial blight9_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner1082_.jpg,Cashew leaf miner,Cashew,train
Maize leaf blight/leaf blight405_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight647_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner539_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner831_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite197_.jpg,Cassava green mite,Cassava,train
Cashew leaf miner/leaf miner1121_.jpg,Cashew leaf miner,Cashew,train
Cassava brown spot/brown spot804_.jpg,Cassava brown spot,Cassava,train
Tomato healthy/healthy92_.jpg,Tomato healthy,Tomato,train
Tomato verticulium wilt/verticulium wilt510_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf beetle/leaf beetle831_.jpg,Maize leaf beetle,Maize,train
Maize leaf spot/leaf spot638_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite627_.jpg,Cassava green mite,Cassava,train
Cassava bacterial blight/bacterial blight1196_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot732_.jpg,Cassava brown spot,Cassava,train
Cassava healthy/healthy902_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot263_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt609_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf blight/leaf blight448_.jpg,Maize leaf blight,Maize,train
Cassava brown spot/brown spot218_.jpg,Cassava brown spot,Cassava,train
Cassava green mite/green mite443_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2157_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1931_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt292_.jpg,Tomato verticulium wilt,Tomato,train
Maize fall armyworm/fall armyworm259_.jpg,Maize fall armyworm,Maize,train
Cashew anthracnose/anthracnose798_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust1669_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot100_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner947_.jpg,Cashew leaf miner,Cashew,train
Maize leaf blight/leaf blight79_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot476_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy37_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust945_.jpg,Cashew red rust,Cashew,train
Maize leaf spot/leaf spot44_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot2087_-TSnzaJ.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy608_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot1180_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight751_.jpg,Tomato leaf blight,Tomato,train
Maize fall armyworm/fall armyworm258_.jpg,Maize fall armyworm,Maize,train
Cassava bacterial blight/bacterial blight1557_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle358_.jpg,Maize leaf beetle,Maize,train
Tomato leaf blight/leaf blight1282_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight1062_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust399_.jpg,Cashew red rust,Cashew,train
Tomato healthy/healthy419_.jpg,Tomato healthy,Tomato,train
Cashew red rust/red rust1556_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic219_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot1061_.jpg,Maize leaf spot,Maize,train
Cassava healthy/healthy964_.jpg,Cassava healthy,Cassava,train
Tomato leaf blight/leaf blight474_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot127_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1989_-WVc97j.jpg,Tomato septoria leaf spot,Tomato,train
Tomato healthy/healthy32_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight1701_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite46_.jpg,Cassava green mite,Cassava,train
Cassava brown spot/brown spot908_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight605_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust838_.jpg,Cashew red rust,Cashew,train
Maize leaf beetle/leaf beetle893_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight641_.jpg,Maize leaf blight,Maize,train
Cassava brown spot/brown spot686_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot146_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight2611_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1706_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot261_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight469_.jpg,Maize leaf blight,Maize,train
Cashew red rust/red rust755_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight791_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight2073_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight286_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy592_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust385_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1141_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose1680_.jpg,Cashew anthracnose,Cashew,train
Cassava healthy/healthy1090_.jpg,Cassava healthy,Cassava,train
Cashew anthracnose/anthracnose951_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight2417_.jpg,Cassava bacterial blight,Cassava,train
Maize healthy/healthy208_.jpg,Maize healthy,Maize,train
Maize leaf spot/leaf spot482_.jpg,Maize leaf spot,Maize,train
Tomato leaf blight/leaf blight646_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf blight/leaf blight416_.jpg,Tomato leaf blight,Tomato,train
Cassava healthy/healthy893_.jpg,Cassava healthy,Cassava,train
Maize leaf beetle/leaf beetle749_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust498_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight611_.jpg,Maize leaf blight,Maize,train
Maize streak virus/streak virus524_.jpg,Maize streak virus,Maize,train
Cassava healthy/healthy1155_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight837_.jpg,Maize leaf blight,Maize,train
Cashew gumosis/gumosis271_.jpg,Cashew gumosis,Cashew,train
Tomato leaf curl/leaf curl412_.jpg,Tomato leaf curl,Tomato,train
Maize leaf spot/leaf spot1012_.jpg,Maize leaf spot,Maize,train
Cassava brown spot/brown spot1100_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus198_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust58_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic656_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust523_.jpg,Cashew red rust,Cashew,train
Cashew healthy/healthy514_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite256_.jpg,Cassava green mite,Cassava,train
Cassava green mite/green mite674_.jpg,Cassava green mite,Cassava,train
Cashew leaf miner/leaf miner156_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy445_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle356_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust544_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot436_.jpg,Cassava brown spot,Cassava,train
Tomato leaf curl/leaf curl161_.jpg,Tomato leaf curl,Tomato,train
Tomato leaf blight/leaf blight483_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot649_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose952_.jpg,Cashew anthracnose,Cashew,train
Maize leaf blight/leaf blight460_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner147_.jpg,Cashew leaf miner,Cashew,train
Maize streak virus/streak virus580_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight2184_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic157_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1437_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot841_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle159_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight1318_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2334_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1292_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt669_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf blight/leaf blight343_.jpg,Maize leaf blight,Maize,train
Maize leaf blight/leaf blight501_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight2046_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper10_.jpg,Maize grasshoper,Maize,train
Cassava green mite/green mite632_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2017_-rR7QHw.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight767_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy748_.jpg,Cassava healthy,Cassava,train
Maize streak virus/streak virus757_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight623_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust762_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy174_.jpg,Cassava healthy,Cassava,train
Tomato leaf curl/leaf curl46_.jpg,Tomato leaf curl,Tomato,train
Cassava brown spot/brown spot836_.jpg,Cassava brown spot,Cassava,train
Maize grasshoper/grasshoper649_.jpg,Maize grasshoper,Maize,train
Cashew leaf miner/leaf miner1091_.jpg,Cashew leaf miner,Cashew,train
Maize leaf beetle/leaf beetle264_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust189_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight2047_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy441_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy772_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2335_-xQfXjz.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt398_.jpg,Tomato verticulium wilt,Tomato,train
Cassava mosaic/mosaic1171_.jpg,Cassava mosaic,Cassava,train
Cassava green mite/green mite714_.jpg,Cassava green mite,Cassava,train
Cashew leaf miner/leaf miner34_.jpg,Cashew leaf miner,Cashew,train
Cassava brown spot/brown spot1313_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot128_.jpg,Cassava brown spot,Cassava,train
Cassava healthy/healthy600_.jpg,Cassava healthy,Cassava,train
Cashew healthy/healthy792_.jpg,Cashew healthy,Cashew,train
Maize fall armyworm/fall armyworm189_.jpg,Maize fall armyworm,Maize,train
Maize leaf beetle/leaf beetle468_.jpg,Maize leaf beetle,Maize,train
Cassava healthy/healthy1007_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight288_.jpg,Maize leaf blight,Maize,train
Tomato leaf blight/leaf blight1022_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight147_.jpg,Maize leaf blight,Maize,train
Cashew anthracnose/anthracnose68_.jpg,Cashew anthracnose,Cashew,train
Cassava mosaic/mosaic93_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust223_.jpg,Cashew red rust,Cashew,train
Maize leaf beetle/leaf beetle514_.jpg,Maize leaf beetle,Maize,train
Tomato leaf blight/leaf blight274_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1166_.jpg,Cassava brown spot,Cassava,train
Cassava green mite/green mite29_.jpg,Cassava green mite,Cassava,train
Cassava brown spot/brown spot1281_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot594_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight2139_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2327_-1HeHIq.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot147_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight2308_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner643_.jpg,Cashew leaf miner,Cashew,train
Maize leaf blight/leaf blight927_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner201_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose465_.jpg,Cashew anthracnose,Cashew,train
Cassava healthy/healthy351_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight289_.jpg,Maize leaf blight,Maize,train
Tomato leaf curl/leaf curl34_.jpg,Tomato leaf curl,Tomato,train
Cashew healthy/healthy861_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy304_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot422_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite198_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy56_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1999_-j5AXE1.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner476_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite834_.jpg,Cassava green mite,Cassava,train
Maize healthy/healthy5_.jpg,Maize healthy,Maize,train
Cassava mosaic/mosaic356_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight652_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner1101_.jpg,Cashew leaf miner,Cashew,train
Maize leaf beetle/leaf beetle838_.jpg,Maize leaf beetle,Maize,train
Cashew healthy/healthy90_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight2546_.jpg,Cassava bacterial blight,Cassava,train
Maize healthy/healthy61_.jpg,Maize healthy,Maize,train
Cassava healthy/healthy1074_.jpg,Cassava healthy,Cassava,train
Maize streak virus/streak virus465_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot1172_.jpg,Cassava brown spot,Cassava,train
Maize leaf blight/leaf blight647_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot1479_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight175_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner874_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose924_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle526_.jpg,Maize leaf beetle,Maize,train
Tomato septoria leaf spot/septoria leaf spot2369_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1659_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose225_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf blight/leaf blight530_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust1260_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight505_.jpg,Maize leaf blight,Maize,train
Cassava healthy/healthy918_.jpg,Cassava healthy,Cassava,train
Tomato healthy/healthy192_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight1048_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner52_.jpg,Cashew leaf miner,Cashew,train
Maize leaf blight/leaf blight616_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot1982_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose281_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight1046_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot937_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight211_.jpg,Tomato leaf blight,Tomato,train
Maize leaf beetle/leaf beetle688_.jpg,Maize leaf beetle,Maize,train
Cassava mosaic/mosaic1079_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1087_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot877_.jpg,Maize leaf spot,Maize,train
Maize leaf spot/leaf spot1004_.jpg,Maize leaf spot,Maize,train
Cashew anthracnose/anthracnose1371_.jpg,Cashew anthracnose,Cashew,train
Maize grasshoper/grasshoper79_.jpg,Maize grasshoper,Maize,train
Cassava bacterial blight/bacterial blight1640_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper594_.jpg,Maize grasshoper,Maize,train
Tomato septoria leaf spot/septoria leaf spot1956_-7yQiRT.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot1059_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight456_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite47_.jpg,Cassava green mite,Cassava,train
Tomato leaf curl/leaf curl214_.jpg,Tomato leaf curl,Tomato,train
Cassava bacterial blight/bacterial blight662_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper492_.jpg,Maize grasshoper,Maize,train
Maize leaf beetle/leaf beetle824_.jpg,Maize leaf beetle,Maize,train
Cassava green mite/green mite246_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2248_-dbPUC7.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner707_.jpg,Cashew leaf miner,Cashew,train
Cashew red rust/red rust624_.jpg,Cashew red rust,Cashew,train
Cashew leaf miner/leaf miner1302_.jpg,Cashew leaf miner,Cashew,train
Cassava mosaic/mosaic660_.jpg,Cassava mosaic,Cassava,train
Maize leaf beetle/leaf beetle666_.jpg,Maize leaf beetle,Maize,train
Cashew anthracnose/anthracnose164_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose475_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot459_.jpg,Maize leaf spot,Maize,train
Cashew gumosis/gumosis302_.jpg,Cashew gumosis,Cashew,train
Cashew anthracnose/anthracnose1394_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf blight/leaf blight1140_.jpg,Tomato leaf blight,Tomato,train
Maize leaf beetle/leaf beetle289_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight1326_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot6_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust714_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic194_.jpg,Cassava mosaic,Cassava,train
Tomato verticulium wilt/verticulium wilt615_.jpg,Tomato verticulium wilt,Tomato,train
Cashew red rust/red rust764_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight622_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy1223_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2005_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt171_.jpg,Tomato verticulium wilt,Tomato,train
Cassava mosaic/mosaic994_.jpg,Cassava mosaic,Cassava,train
Tomato leaf blight/leaf blight1175_.jpg,Tomato leaf blight,Tomato,train
Cassava healthy/healthy1148_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1639_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight800_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt728_.jpg,Tomato verticulium wilt,Tomato,train
Tomato healthy/healthy136_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight796_.jpg,Cassava bacterial blight,Cassava,train
Maize healthy/healthy98_.jpg,Maize healthy,Maize,train
Cashew healthy/healthy1194_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight471_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust92_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight946_.jpg,Maize leaf blight,Maize,train
Cassava bacterial blight/bacterial blight1821_.jpg,Cassava bacterial blight,Cassava,train
Maize fall armyworm/fall armyworm52_.jpg,Maize fall armyworm,Maize,train
Cashew anthracnose/anthracnose1095_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot1241_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus853_.jpg,Maize streak virus,Maize,train
Cashew leaf miner/leaf miner323_.jpg,Cashew leaf miner,Cashew,train
Maize leaf beetle/leaf beetle427_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust150_.jpg,Cashew red rust,Cashew,train
Cashew healthy/healthy519_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy827_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot641_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1611_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner452_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1828_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight1010_.jpg,Tomato leaf blight,Tomato,train
Cashew healthy/healthy18_.jpg,Cashew healthy,Cashew,train
Cassava mosaic/mosaic1113_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1977_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy1247_.jpg,Cashew healthy,Cashew,train
Tomato leaf blight/leaf blight437_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1045_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus506_.jpg,Maize streak virus,Maize,train
Cashew gumosis/gumosis280_.jpg,Cashew gumosis,Cashew,train
Cashew healthy/healthy102_.jpg,Cashew healthy,Cashew,train
Cashew anthracnose/anthracnose1219_.jpg,Cashew anthracnose,Cashew,train
Maize streak virus/streak virus462_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot475_.jpg,Cassava brown spot,Cassava,train
Cassava mosaic/mosaic348_.jpg,Cassava mosaic,Cassava,train
Cashew leaf miner/leaf miner551_.jpg,Cashew leaf miner,Cashew,train
Tomato healthy/healthy336_.jpg,Tomato healthy,Tomato,train
Maize leaf spot/leaf spot1046_.jpg,Maize leaf spot,Maize,train
Cashew healthy/healthy300_.jpg,Cashew healthy,Cashew,train
Cashew anthracnose/anthracnose129_.jpg,Cashew anthracnose,Cashew,train
Cassava mosaic/mosaic391_.jpg,Cassava mosaic,Cassava,train
Tomato leaf curl/leaf curl389_.jpg,Tomato leaf curl,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2361_-Qhvs8B.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot1245_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus639_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight706_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust255_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust266_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight1021_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2360_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight2289_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy285_.jpg,Cashew healthy,Cashew,train
