fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,wine_type,total_acidity,fixed_to_volatile,so2_ratio,sweetness,alcohol_band,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,quality_label
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,white,7.93,26.071,0.2095,off_dry,high,0,1.613,0.00505,0
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,white,7.86,46.25,0.2048,off_dry,high,0,1.412,0.0056,0
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,white,6.98,20.645,0.284,medium,high,0,7.45,0.00441,0
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,white,6.78,21.379,0.1966,medium,high,0,5.639,0.00437,0
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,white,6.52,21.071,0.2577,off_dry,high,0,3.632,0.00345,0
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,white,6.93,28.261,0.2458,medium,medium,0,7.537,0.00524,0
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,white,7.74,21.176,0.2562,medium,medium,0,5.831,0.00633,0
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,white,7.03,32.5,0.3273,off_dry,high,1,1.515,0.00325,0
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,white,6.71,25.833,0.2439,off_dry,very_high,1,2.931,0.00305,0
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,white,7.66,22.903,0.2353,medium,medium,0,11.238,0.00505,0
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,white,6.9,22.069,0.3025,medium,high,0,9.715,0.00375,0
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,white,6.82,33.158,0.4737,medium,medium,0,10.145,0.00692,0
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,white,6.47,20.345,0.1368,off_dry,very_high,1,3.234,0.00278,0
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,white,7.08,21.667,0.2661,medium,high,0,11.517,0.00376,0
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,white,6.91,29.545,0.1391,off_dry,medium,0,4.529,0.01,0
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,white,7.51,30.435,0.1739,off_dry,medium,0,2.717,0.0057,0
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,white,7.56,30.869,0.2054,off_dry,high,0,3.53,0.00334,0
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,white,6.64,23.461,0.2449,off_dry,very_high,1,1.719,0.00344,0
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,white,6.96,18.286,0.269,off_dry,medium,0,2.114,0.00537,0
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,white,6.64,18.75,0.2151,off_dry,high,0,4.837,0.00373,0
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,white,6.65,17.941,0.1278,off_dry,medium,0,5.032,0.00447,0
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,white,6.9,50.0,0.4211,off_dry,high,0,2.623,0.00309,0
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,white,7.015,20.635,0.0714,medium,low,0,6.634,0.00466,0
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,white,6.3,18.387,0.2308,medium,high,0,7.349,0.00452,0
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,white,6.97,21.333,0.1788,off_dry,very_high,1,5.04,0.00475,0
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,white,7.5,29.167,0.2818,off_dry,high,0,1.715,0.00373,0
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,white,6.87,24.615,0.2802,medium,medium,0,8.238,0.00526,0
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,white,6.58,22.222,0.3176,off_dry,high,0,5.038,0.00391,0
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,white,7.64,33.809,0.3505,off_dry,high,0,1.211,0.00348,0
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,white,7.25,25.769,0.28,medium,medium,0,7.133,0.00387,0
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,white,6.8,22.5,0.2703,medium,high,0,9.563,0.0037,0
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,white,6.89,24.8,0.2335,medium,medium,0,15.831,0.0062,0
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,white,7.89,33.182,0.3448,medium,medium,0,15.516,0.00511,0
6.4,0.18,0.28,16.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,white,6.86,35.555,0.3813,medium,medium,0,16.094,0.00448,0
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,white,6.76,31.5,0.4196,medium,high,0,12.76,0.00426,0
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,white,7.06,27.5,0.2397,medium,medium,0,12.34,0.00543,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,7.93,27.407,0.3179,medium,medium,0,11.836,0.00541,0
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.855,12.1,6,white,7.77,18.684,0.219,medium,very_high,1,13.674,0.00339,0
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,white,7.49,15.814,0.2273,medium,very_high,1,5.246,0.0035,0
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,white,5.88,23.636,0.2193,medium,medium,0,6.24,0.00678,0
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,6.35,20.345,0.2437,medium,medium,0,7.939,0.00468,0
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,white,6.88,21.724,0.2286,off_dry,very_high,1,3.335,0.00289,1
6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6,white,6.81,33.158,0.225,off_dry,high,0,2.827,0.00416,0
5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,6.15,19.655,0.2437,medium,medium,0,7.939,0.00468,0
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5,white,6.41,23.75,0.1923,medium,medium,0,6.339,0.00709,0
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,white,6.48,19.333,0.2558,off_dry,very_high,1,4.951,0.00298,1
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,white,7.64,26.296,0.2281,medium,high,0,10.47,0.00357,1
6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5,white,6.825,20.656,0.1844,medium,medium,0,16.028,0.0067,0
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5,white,6.41,23.75,0.1923,medium,medium,0,6.339,0.00708,0
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,white,6.7,28.182,0.192,off_dry,medium,0,2.218,0.00381,0
6.6,0.22,0.23,16.05,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,7.05,30.0,0.3136,medium,low,0,16.065,0.00534,0
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,white,6.82,27.727,0.2459,medium,medium,0,6.639,0.00455,0
6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,white,6.93,29.524,0.2276,medium,medium,0,6.538,0.00475,0
6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,5,white,6.88,19.687,0.1171,medium,medium,0,12.348,0.00444,0
6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,white,7.61,15.682,0.1988,off_dry,very_high,1,5.044,0.00311,0
6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6,white,6.75,19.677,0.3673,off_dry,high,0,2.823,0.00389,0
8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.99886,2.96,0.39,8.7,5,white,9.05,22.5,0.4478,medium,low,0,13.616,0.00586,0
6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6,white,7.26,17.368,0.2537,off_dry,very_high,1,2.83,0.00326,0
6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6,white,7.2,27.917,0.1596,medium,very_high,1,5.452,0.00236,0
6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,white,7.72,12.321,0.285,medium,medium,0,10.934,0.00638,0
7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,white,7.68,30.0,0.1118,off_dry,high,0,1.714,0.00402,0
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.3333333333333,6,white,7.09,22.414,0.1506,medium,high,0,9.211,0.0045,0
6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,6,white,7.26,23.928,0.1522,off_dry,high,0,4.535,0.00429,0
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,white,7.09,22.414,0.1506,medium,high,0,9.211,0.00449,0
6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5,white,6.5,29.047,0.3893,off_dry,medium,0,1.412,0.00438,0
7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5,white,7.83,15.319,0.112,medium,medium,0,5.934,0.0049,0
6.7,0.34,0.31,16.05,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,white,7.35,19.706,0.137,medium,medium,0,16.077,0.0056,0
6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,white,7.12,24.444,0.3243,off_dry,very_high,1,1.213,0.00266,0
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,white,5.6,14.286,0.2069,medium,high,0,7.86,0.00274,0
4.450000000000001,0.46,0.1,2.8,0.024,31.0,111.0,0.98816,3.48,0.34,13.1,6,white,5.01,9.674,0.2793,off_dry,very_high,1,2.834,0.00183,0
6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6,white,7.27,17.368,0.1485,off_dry,very_high,1,2.932,0.0028,0
7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5,white,7.85,24.333,0.2623,off_dry,medium,0,2.517,0.00437,0
6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,white,6.9,22.857,0.34,medium,high,0,12.86,0.00364,0
6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.65,10.4,6,white,7.44,23.793,0.2132,medium,medium,0,12.255,0.00385,0
6.3,0.3,0.19,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,5,white,6.79,21.0,0.2554,medium,medium,0,7.738,0.00516,0
6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.99304,3.24,0.45,9.8,5,white,6.91,16.154,0.3064,off_dry,medium,0,2.82,0.0049,0
6.6,0.18,0.26,16.05,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,6,white,7.04,36.666,0.1141,medium,medium,0,16.076,0.00543,0
6.0,0.28,0.29,16.05,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,white,6.57,21.428,0.2069,medium,low,0,16.064,0.00567,0
6.6,0.35,0.26,2.7,0.045,19.0,129.0,0.98952,3.24,0.48,13.0,7,white,7.21,18.857,0.1473,off_dry,very_high,1,2.729,0.00346,1
5.9,0.22,0.18,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,5,white,6.3,26.818,0.2333,medium,medium,0,6.438,0.00414,0
7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6,white,8.22,27.5,0.1847,off_dry,high,0,2.417,0.00415,0
7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.98968,3.23,0.47,13.4,6,white,7.72,16.905,0.2569,off_dry,very_high,1,2.829,0.00284,0
6.7,0.32,0.32,1.7,0.031,31.0,114.0,0.98946,3.12,0.35,12.5,6,white,7.34,20.937,0.2719,off_dry,very_high,1,1.718,0.00248,0
6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5,white,7.42,25.385,0.227,medium,medium,0,15.429,0.0057,0
6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5,white,6.76,19.375,0.2282,off_dry,high,0,4.129,0.00464,0
6.3,0.25,0.27,6.6,0.054,40.0,158.0,0.99378,3.2,0.48,10.3,5,white,6.82,25.2,0.2532,medium,medium,0,6.641,0.00524,0
6.2,0.21,0.24,1.2,0.051,31.0,95.0,0.99036,3.24,0.57,11.3,6,white,6.65,29.524,0.3263,off_dry,high,0,1.212,0.00451,0
6.4,0.23,0.27,2.1,0.042,35.0,100.0,0.99094,3.03,0.63,10.9,6,white,6.9,27.826,0.35,off_dry,high,0,2.119,0.00385,0
4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,3.66,0.49,11.3,6,white,5.135,32.414,0.3889,dry,high,0,1.009,0.00372,0
6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6,white,6.68,31.0,0.3077,off_dry,very_high,1,1.111,0.00322,0
7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.99173,3.18,0.65,11.1,5,white,7.56,25.0,0.1446,off_dry,high,0,1.412,0.00351,0
7.1,0.36,0.2,1.6,0.10800000000000001,24.0,140.0,0.99356,3.11,0.63,9.8,5,white,7.66,19.722,0.1714,off_dry,medium,0,1.61,0.01102,0
5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,6,white,6.17,22.8,0.4,medium,medium,0,9.842,0.00485,0
5.7,0.22,0.33,1.9,0.036,37.0,110.0,0.98945,3.26,0.58,12.4,6,white,6.25,25.909,0.3364,off_dry,very_high,1,1.92,0.0029,0
6.0,0.2,0.38,1.3,0.034,37.0,104.0,0.98865,3.11,0.52,12.7,6,white,6.58,30.0,0.3558,off_dry,very_high,1,1.315,0.00268,0
6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5,white,6.98,20.0,0.2944,medium,medium,0,7.939,0.00521,0
6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5,white,6.815,10.811,0.1349,off_dry,medium,0,4.526,0.00582,0
5.9,0.22,0.45,16.05,0.10800000000000001,55.0,122.0,0.99636,3.1,0.35,12.8,5,white,6.57,26.818,0.4508,medium,very_high,1,16.109,0.00844,0
6.2,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37,12.4,6,white,6.83,20.667,0.2387,off_dry,very_high,1,3.536,0.00298,0
5.8,0.28,0.18,1.2,0.058,7.0,108.0,0.99288,3.23,0.58,9.55,4,white,6.26,20.714,0.0648,off_dry,medium,0,1.209,0.00607,0
5.8,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5,white,6.615,10.45,0.1349,off_dry,medium,0,4.526,0.00582,0
6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,6,white,7.34,21.613,0.1622,off_dry,very_high,1,2.019,0.00264,0
6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,6,white,6.8,42.666,0.1912,medium,medium,0,7.848,0.00505,0
6.4,0.13,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,6,white,6.81,49.23,0.3678,dry,high,0,0.907,0.00402,0
6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6,white,7.67,13.958,0.2295,off_dry,very_high,1,2.931,0.00231,0
5.8,0.3,0.33,3.5,0.033,25.0,116.0,0.99057,3.2,0.44,11.7,6,white,6.43,19.333,0.2155,off_dry,high,0,3.533,0.00282,0
6.1,0.28,0.23,4.2,0.038,13.0,95.0,0.98898,2.97,0.7,13.1,6,white,6.61,21.786,0.1368,off_dry,very_high,1,4.247,0.0029,0
6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12.0,6,white,6.56,31.579,0.34,medium,high,1,9.766,0.00267,0
6.8,0.31,0.25,10.5,0.043,30.0,165.0,0.9972,3.36,0.55,10.55,6,white,7.36,21.935,0.1818,medium,high,0,10.529,0.00408,0
7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,6,white,8.03,31.25,0.4048,off_dry,high,0,1.111,0.00402,0
6.8,0.23,0.39,16.05,0.053,71.0,194.0,0.9988,3.18,0.64,10.2,6,white,7.42,29.565,0.366,medium,medium,0,16.069,0.0052,0
6.3,0.29,0.3,8.1,0.10800000000000001,60.0,150.0,0.9958,3.1,0.4,9.3,5,white,6.89,21.724,0.4,medium,medium,0,8.134,0.01161,0
6.8,0.2,0.25,6.2,0.052,22.0,106.0,0.9935,3.09,0.54,10.8,5,white,7.25,34.0,0.2075,medium,high,0,6.241,0.00481,0
5.2,0.38,0.26,7.7,0.053,20.0,103.0,0.9925,3.27,0.45,12.2,6,white,5.84,13.684,0.1942,medium,very_high,1,7.758,0.00434,0
7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6,white,8.4,28.889,0.2057,off_dry,high,0,2.419,0.00482,0
6.6,0.54,0.21,16.05,0.055,41.0,182.0,0.9986,3.35,0.54,10.4,6,white,7.35,12.222,0.2253,medium,medium,0,16.073,0.00529,0
7.1,0.25,0.31,2.3,0.05,32.0,156.0,0.9914,3.14,0.51,11.4,6,white,7.66,28.4,0.2051,off_dry,high,0,2.32,0.00439,0
5.8,0.61,0.01,8.4,0.041,31.0,104.0,0.9909,3.26,0.72,14.05,7,white,6.42,9.508,0.2981,medium,very_high,1,8.477,0.00292,1
6.5,0.32,0.23,8.5,0.051,20.0,138.0,0.9943,3.03,0.42,10.7,5,white,7.05,20.312,0.1449,medium,high,0,8.549,0.00477,0
6.4,0.28,0.23,6.0,0.051,50.0,162.0,0.994,3.15,0.52,10.2,5,white,6.91,22.857,0.3086,medium,medium,0,6.036,0.005,0
6.6,0.19,0.28,1.1,0.044,38.0,100.0,0.9904,3.22,0.69,11.2,6,white,7.07,34.737,0.38,off_dry,high,0,1.111,0.00393,0
5.1,0.305,0.13,1.75,0.036,17.0,73.0,0.99,3.4,0.51,12.3333333333333,5,white,5.535,16.721,0.2329,off_dry,very_high,1,1.768,0.00292,0
5.8,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,4,white,6.36,22.308,0.5814,off_dry,high,0,2.626,0.00296,0
6.7,0.23,0.17,1.3,0.061,14.0,100.0,0.9925,3.07,0.55,9.5,5,white,7.1,29.13,0.14,off_dry,medium,0,1.31,0.00642,0
6.8,0.33,0.3,2.1,0.047,35.0,147.0,0.9886,3.24,0.56,13.4,6,white,7.43,20.606,0.2381,off_dry,very_high,1,2.124,0.00351,0
6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,6,white,6.69,22.593,0.2182,off_dry,very_high,1,1.111,0.00272,0
6.8,0.4,0.29,2.8,0.044,27.0,97.0,0.9904,3.12,0.42,11.2,6,white,7.49,17.0,0.2784,off_dry,high,0,2.827,0.00393,0
6.1,0.4,0.18,9.0,0.051,28.5,259.0,0.9964,3.19,0.5,8.8,5,white,6.68,15.25,0.11,medium,low,0,9.033,0.0058,0
7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6,white,7.64,25.357,0.4237,off_dry,high,0,2.826,0.00348,0
6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,3.16,0.48,12.7,6,white,6.84,19.375,0.2143,off_dry,very_high,1,2.222,0.00283,0
6.8,0.17,0.17,5.1,0.049,26.0,82.0,0.993,3.0,0.38,9.8,6,white,7.14,40.0,0.3171,medium,medium,0,5.136,0.005,0
9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36,9.8,6,white,9.53,45.0,0.25,off_dry,medium,0,3.52,0.005,0
5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,0.42,11.7,6,white,6.15,44.615,0.1311,medium,high,0,12.756,0.00496,0
5.8,0.31,0.31,7.5,0.052,55.0,230.0,0.9949,3.19,0.46,9.8,5,white,6.42,18.71,0.2391,medium,medium,0,7.538,0.00531,0
6.3,0.36,0.2,2.0,0.048,48.0,191.0,0.9929,3.17,0.51,9.6,5,white,6.86,17.5,0.2513,off_dry,medium,0,2.014,0.005,0
6.7,0.18,0.25,14.3,0.048,78.5,149.0,0.9975,3.12,0.37,9.7,5,white,7.13,37.222,0.5268,medium,medium,0,14.336,0.00495,0
6.6,0.16,0.25,9.8,0.049,59.5,137.0,0.995,3.16,0.38,10.0,6,white,7.01,41.25,0.4343,medium,medium,0,9.849,0.0049,0
5.8,0.27,0.22,12.7,0.058,42.0,206.0,0.9946,3.32,0.38,12.3,6,white,6.29,21.481,0.2039,medium,very_high,1,12.769,0.00472,0
6.4,0.37,0.19,3.5,0.068,18.0,101.0,0.9934,3.03,0.38,9.0,6,white,6.96,17.297,0.1782,off_dry,low,0,3.523,0.00756,0
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,white,8.09,28.077,0.3678,medium,medium,0,12.72,0.00516,0
7.3,0.28,0.54,12.9,0.049,62.0,162.5,0.9984,3.06,0.45,9.1,6,white,8.12,26.071,0.3815,medium,medium,0,12.921,0.00538,0
5.8,0.12,0.21,1.3,0.056,35.0,121.0,0.9908,3.32,0.33,11.4,6,white,6.13,48.333,0.2893,off_dry,high,0,1.312,0.00491,0
6.1,0.25,0.18,10.5,0.049,41.0,124.0,0.9963,3.14,0.35,10.5,5,white,6.53,24.4,0.3306,medium,medium,0,10.539,0.00467,0
6.4,0.24,0.27,1.5,0.04,35.0,105.0,0.98914,3.13,0.3,12.4,6,white,6.91,26.667,0.3333,off_dry,very_high,1,1.516,0.00323,0
7.3,0.26,0.53,12.7,0.047,60.5,156.0,0.9984,3.06,0.45,9.1,6,white,8.09,28.077,0.3878,medium,medium,0,12.72,0.00516,0
7.3,0.28,0.54,12.9,0.049,62.0,152.0,0.9984,3.06,0.45,9.1,6,white,8.12,26.071,0.4079,medium,medium,0,12.921,0.00538,0
8.3,0.18,0.37,1.2,0.049,6.0,94.0,0.9937,3.18,0.52,10.1,5,white,8.85,46.111,0.0638,off_dry,medium,0,1.208,0.00485,0
7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39,10.9,6,white,7.49,78.888,0.1791,medium,high,0,6.244,0.00294,0
8.3,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35,11.05,5,white,8.8,59.285,0.2167,medium,high,0,8.839,0.00235,0
5.8,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6,white,6.38,20.714,0.3429,off_dry,very_high,1,3.941,0.00204,0
6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,6,white,6.57,26.087,0.2072,off_dry,very_high,1,1.314,0.00197,0
6.9,0.28,0.37,9.1,0.037,16.0,76.0,0.9948,3.05,0.54,11.1,5,white,7.55,24.643,0.2105,medium,high,0,9.148,0.00333,0
6.3,0.25,0.53,1.8,0.021,41.0,101.0,0.989315,3.19,0.31,13.0,6,white,7.08,25.2,0.4059,off_dry,very_high,1,1.819,0.00162,0
6.5,0.2,0.31,2.1,0.033,32.0,95.0,0.989435,2.96,0.61,12.0,6,white,7.01,32.5,0.3368,off_dry,high,1,2.122,0.00275,0
5.9,0.29,0.32,1.4,0.022,17.0,47.0,0.9899,3.35,0.35,11.5,6,white,6.51,20.345,0.3617,off_dry,high,0,1.414,0.00191,0
6.4,0.46,0.22,14.7,0.047,51.0,183.0,0.998275,3.39,0.6,10.5,5,white,7.08,13.913,0.2787,medium,medium,0,14.725,0.00448,0
6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,6,white,7.36,29.565,0.198,off_dry,high,0,1.916,0.00423,0
7.0,0.23,0.32,1.8,0.048,25.0,113.0,0.9915,3.11,0.47,11.1,6,white,7.55,30.435,0.2212,off_dry,high,0,1.815,0.00432,0
6.4,0.55,0.26,9.6,0.027,20.0,104.0,0.9924,3.22,0.73,13.1,6,white,7.21,11.636,0.1923,medium,very_high,1,9.674,0.00206,0
5.7,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,6,white,6.28,20.357,0.3429,off_dry,very_high,1,3.941,0.00204,0
6.8,0.45,0.3,11.8,0.094,23.0,97.0,0.997,3.09,0.44,9.6,5,white,7.55,15.111,0.2371,medium,medium,0,11.836,0.00979,0
6.1,0.2,0.4,1.9,0.028,32.0,138.0,0.9914,3.26,0.72,11.7,5,white,6.7,30.5,0.2319,off_dry,high,0,1.916,0.00239,0
6.1,0.37,0.46,12.0,0.042,61.0,210.0,0.997,3.17,0.59,9.7,6,white,6.93,16.486,0.2905,medium,medium,0,12.036,0.00433,0
5.9,0.21,0.23,7.9,0.033,22.0,130.0,0.9944,3.38,0.59,10.9,6,white,6.34,28.095,0.1692,medium,high,0,7.944,0.00303,0
6.9,0.22,0.32,9.3,0.04,22.0,110.0,0.9958,3.34,0.54,10.7,7,white,7.44,31.363,0.2,medium,high,0,9.339,0.00374,1
5.4,0.27,0.22,4.6,0.022,29.0,107.0,0.98889,3.33,0.54,13.8,6,white,5.89,20.0,0.271,off_dry,very_high,1,4.652,0.00159,0
6.0,0.26,0.26,2.2,0.035,10.0,72.0,0.989465,3.11,0.48,12.15,6,white,6.52,23.077,0.1389,off_dry,very_high,1,2.223,0.00288,0
5.6,0.18,0.3,10.2,0.028,28.0,131.0,0.9954,3.49,0.42,10.8,7,white,6.08,31.111,0.2137,medium,high,0,10.247,0.00259,1
